Contact Angle  Base Radius
#File:  0 1000
144.061094169  1.14214062789
134.410520957  1.4038530352
132.631768901  1.45620078051
132.815481932  1.44949779095
133.357665721  1.438477941
132.876553431  1.44437905121
133.617121307  1.43236850607
134.402196046  1.40828725964
134.073696595  1.42032401254
133.111687551  1.44639007087
132.211931653  1.46539581543
131.800503456  1.4780640697
133.718917089  1.4286333944
132.441390802  1.46673654229
132.260141448  1.46595652846
133.106721513  1.4465753889
134.647001457  1.40145215573
133.24627647  1.44346530689
128.810416342  1.5531294924
131.900931888  1.47271298223
133.912323633  1.42139109107
134.401920105  1.40998235382
130.618880446  1.50938815308
131.8658894  1.47160138341
134.253151657  1.41590924652
133.836094169  1.42645412108
133.348428455  1.43715068566
133.674169671  1.42671890331
134.317872228  1.41114968229
134.51333921  1.40459386361
131.00398336  1.49466557848
133.094828775  1.44230920721
135.225435979  1.38315960978
133.492974238  1.43370834208
130.225372474  1.52012385299
132.49371198  1.46042098096
132.383985494  1.45829462166
133.410212267  1.43188585369
133.951372119  1.42147044509
133.41969077  1.4332900387
132.743086571  1.44820254537
132.163672474  1.4678999682
131.731425794  1.48012582968
131.755598907  1.48106193201
132.026197466  1.47320159213
134.678600798  1.40396263255
132.54267662  1.46057504532
136.460682036  1.35617254632
133.906298004  1.42440137041
133.075238736  1.44309970202
135.233872344  1.38327175668
131.40800373  1.48871997228
136.032691228  1.3688629817
133.017494503  1.44735884904
132.305652456  1.46448124122
132.6741975  1.45400661064
134.409606545  1.40857858446
136.779511063  1.34537286934
132.433743604  1.46157015707
132.128748456  1.46746576663
131.908390468  1.47728120856
134.087134017  1.41575528416
134.446779946  1.4076795085
131.970536573  1.47256127718
132.093121864  1.47267170265
135.763959605  1.37291712356
136.695578104  1.34595845108
134.211448583  1.41526190302
133.892095691  1.42322580775
132.427482237  1.46353967414
132.666497026  1.45542107066
132.768326155  1.45155940823
132.101197859  1.47384254435
132.479783692  1.45941258606
135.629679901  1.3787464761
133.157199528  1.445230862
132.160134626  1.47384842694
133.09230355  1.44380440075
131.308232928  1.49581439806
132.357538811  1.46527861985
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
nan  nan
#File:  0 2000
161.779160825  0.751853555138
147.734276562  1.30128408226
146.962534224  1.32290163152
140.286618191  1.56888955212
139.309894929  1.60040018091
138.034256642  1.64691856943
137.484949153  1.66672043169
136.367236945  1.70168908508
